company_name,MRP,production_cost,transportation_cost_percentage,selling_price,labour_cost,raw_material_cost,rent,advertising,tax_percentage,R_and_D
Yellow Diamond (Prataap Snacks),45.00572938,14.09537298,7.573962251,43.50529113,1.108470206,4.919211688,3.441503083,5.950413325,14.54040976,1.467948645
Too Yumm,47.53321309,10.06729857,4.914555605,29.75148794,1.159342541,4.466831089,6.23984896,1.252196316,9.866618181,3.373244789
Open Secret,37.32639335,13.91746668,4.304637515,34.97976783,3.649281084,7.624607275,7.575635677,1.95126442,16.89147442,3.202205191
PepsiCo (Lay’s),35.39183723,8.979039585,3.492981629,19.51014978,1.164454394,3.352508401,5.081614486,4.16194207,17.99040023,2.103331429
Yellow Diamond (Prataap Snacks),39.71077724,14.35363074,6.779001836,36.31818344,4.739198224,3.581533018,2.029342518,2.824567261,10.4067968,1.155937931
Kurkure,25.47493954,7.699011321,5.632259493,22.29688723,3.301414142,5.85806413,5.543472649,4.79768576,14.90588752,1.38198592
Kurkure,22.21407081,9.614481134,3.54466694,27.71992626,2.452428735,6.227842119,7.374429017,4.874782823,10.79728948,2.442395035
Bikaji Foods,41.56995596,12.30637396,6.43156891,25.30605428,4.896251538,4.150475473,6.284081108,5.543630357,11.30137774,3.455454797
Open Secret,41.88513926,11.11960178,3.16168797,33.217791,3.759496848,8.320388612,6.968223581,4.304165083,16.8434359,0.585807485
Makino (Sensible Snacks),31.79635125,10.12804273,6.786278114,24.81050369,2.069587945,4.802757207,3.931154172,1.33463088,13.79889378,1.593250487
ITC (Bingo!),25.51859371,5.797649225,3.389479253,30.17743306,1.884455456,5.186734299,3.6598831,4.944819404,14.18221867,2.807750637
Balaji Wafers,47.24525931,10.20581493,6.130854467,33.93273896,1.460560918,8.740663584,2.67697844,4.226228639,6.755679838,3.776353611
Makino (Sensible Snacks),47.78313801,9.958188936,7.435356554,39.74953274,4.937723925,3.624283162,4.933336828,1.477285052,11.88688304,3.456376058
ITC (Bingo!),29.10577614,6.492537451,2.882096122,28.21798569,2.56361891,9.725982982,2.572289874,1.984367765,17.20886608,2.262829855
Yellow Diamond (Prataap Snacks),40.21592421,13.49406476,7.651614445,28.09259792,1.1085875,8.07331622,2.506236251,3.235196901,7.916761071,3.981254421
Haldiram's,45.97098484,11.17094955,4.644083494,25.53626647,2.879799888,7.365023566,4.650961577,4.670261233,7.999049549,2.595836507
TagZ Foods,28.83216281,9.082352521,5.681551721,43.75535661,4.158503996,5.196422513,5.711104879,5.095589387,9.29435916,3.849918031
ITC (Bingo!),41.52604214,7.952603683,3.829845829,42.28182471,1.222860417,6.315777553,2.806432922,5.102294193,13.78869118,3.693053034
Yellow Diamond (Prataap Snacks),34.40942714,10.78062648,2.980441677,42.5318344,1.982795782,8.984883655,6.850022904,3.091400176,16.61592869,3.316390357
Haldiram's,38.20899366,12.19702017,5.966212029,31.96480803,2.358610557,4.14027224,6.010632374,5.475832275,5.715649979,1.078215461
Yellow Diamond (Prataap Snacks),28.04136788,12.93059357,3.569873158,28.83751704,3.890719211,7.832528325,4.229142305,4.546987305,9.901179903,3.352503405
Balaji Wafers,37.90298509,6.842208742,4.999263941,42.43156961,1.941584511,7.229497451,2.631488507,3.226808823,5.145650193,3.478871351
Too Yumm,47.55492614,8.961515609,4.575337754,20.44263532,3.249323424,7.546123463,3.451418415,1.133431604,10.31282756,3.260868092
Makino (Sensible Snacks),49.71360864,12.60940299,5.287971084,34.02426886,2.687081804,8.308826196,2.996210551,3.692571056,8.708621795,1.99063067
Makino (Sensible Snacks),43.03997705,7.175726316,2.715761693,18.04119563,2.996359525,7.796228747,3.464911376,4.213452396,14.96351168,3.919466689
TagZ Foods,38.63650713,11.01597898,2.405686128,41.74506321,3.864155986,9.396956002,7.79760691,4.162718118,9.028090399,1.931950437
Yellow Diamond (Prataap Snacks),30.84923831,11.09301048,2.947524887,29.38705688,2.430152822,4.82991668,4.528133261,4.21208369,17.08530289,3.739510642
TagZ Foods,40.04029865,14.92356734,5.142951415,31.14401802,1.915377436,6.80894363,4.622243201,2.391963985,11.03418542,1.515649274
Makino (Sensible Snacks),29.21010653,9.596504904,7.232673046,34.25331675,4.790558086,8.83970084,5.027898568,3.625617783,10.3341765,3.289950438
PepsiCo (Lay’s),44.92871028,14.09683082,7.407260488,22.65166558,3.693568798,4.419450156,7.309140757,5.303168057,14.32069891,1.117337543
Makino (Sensible Snacks),25.93074294,11.45854176,5.001761583,22.311992,2.838443796,7.517107357,6.528768638,1.588306277,11.48063762,1.85045719
Makino (Sensible Snacks),23.07787414,8.565692103,7.158722948,19.66871343,3.476325128,7.775379903,4.854703258,4.098551002,6.669590187,2.37056062
Too Yumm,32.24561893,13.81994883,5.958827053,28.416067,3.239440382,9.306075237,5.801200992,1.428311753,8.790759795,2.288518668
ITC (Bingo!),36.84093792,5.823761674,3.992793806,29.99159394,2.262154922,9.621985066,5.752272093,2.907703286,9.038178619,2.89724204
TagZ Foods,47.81490943,9.908163525,3.563150342,37.42265436,3.824011695,3.796206206,4.082101591,4.573752513,7.436732481,0.623291515
Kurkure,37.28175295,10.74926618,3.697791811,36.92330383,1.370209571,8.566639973,6.214990455,4.746384459,7.849275932,2.348065324
Haldiram's,47.54766839,5.567585663,3.420099816,42.46449913,3.541187809,9.51359094,3.852107478,5.445109038,8.834549044,1.560069264
Kurkure,22.17866108,9.769735796,4.574677588,37.63777835,1.645563983,9.149997565,7.189366043,5.847189271,8.477844637,1.37464108
Makino (Sensible Snacks),35.59234388,12.76998765,5.511373881,19.41244027,2.295970106,3.690685277,3.064227432,1.667340112,7.915303892,2.776539139
Too Yumm,30.19172779,7.65348808,5.629201777,23.33642582,3.843404337,4.107154855,7.56629086,2.201610939,5.897393448,1.30454926
TagZ Foods,22.06487574,5.951747995,7.907787199,43.20923632,3.624611531,6.114588726,7.0967339,5.882270079,5.134075872,0.928948004
Parle (Parle Wafers),37.13941682,11.24900009,2.936581963,37.45073287,2.684763266,8.792856652,5.946315658,4.565802016,9.933425302,0.54680666
Yellow Diamond (Prataap Snacks),33.39996526,6.485113983,2.872374995,28.3233687,2.083481576,4.586731146,5.942652707,3.656924133,10.67720626,1.670251772
Yellow Diamond (Prataap Snacks),37.94853822,9.286190483,3.925181402,20.38230721,3.702345769,3.32833289,7.737078883,3.457933103,6.530396715,0.766673495
Haldiram's,33.18875156,5.171550609,7.389934971,36.79149663,4.188399389,3.745021013,7.841444051,3.416741406,14.60255698,3.915108808
Haldiram's,23.09864221,6.420969375,6.612168414,28.6767106,2.959939305,6.960650409,6.070387481,2.684176536,8.767827994,2.402921682
Makino (Sensible Snacks),27.37597622,9.391275259,6.18612904,35.76003508,1.93861366,5.775718137,2.968324482,4.74245551,14.25704887,1.804721068
ITC (Bingo!),37.44990346,6.662489867,7.891931074,42.48084754,3.568476327,9.587533551,4.106278111,1.305172488,16.5025548,0.75532324
Open Secret,20.90966591,14.83945463,4.260920425,22.10586926,3.544782331,6.622711997,7.343389726,2.148348623,17.50290505,3.192403887
Haldiram's,36.74789869,10.45619337,6.219980761,19.78193833,4.299710722,9.87798173,3.949089342,1.157424675,10.81917976,3.884976386
ITC (Bingo!),36.08549576,11.0093221,3.726401415,31.10256393,2.544887137,8.936863774,4.863490196,5.139618899,6.550406844,2.544524157
Haldiram's,47.25951599,8.24165927,6.489093003,42.03129835,1.985331456,4.437208695,6.796444327,2.832015598,16.93686124,1.53114552
Parle (Parle Wafers),41.41580027,8.385964482,2.959274199,31.70904524,4.661379957,4.140477252,4.196973035,1.513825338,6.908931813,2.59516371
TagZ Foods,39.65735048,7.015633239,6.547310964,35.72837809,4.226181105,3.956164541,5.699654302,5.733953123,17.62299633,0.860977376
Yellow Diamond (Prataap Snacks),43.53756069,5.310877557,2.090909926,25.97544233,3.401188682,7.061859651,7.616612515,2.061543577,10.81308515,2.78155252
TagZ Foods,49.35687737,12.99398772,3.644923105,33.86405655,3.042278456,5.249893439,7.640400839,3.13132894,16.71354194,0.709209169
Yellow Diamond (Prataap Snacks),36.13537707,14.63983714,7.909998079,23.74472389,3.464058685,6.648960997,5.047114928,3.092170285,7.767814074,2.76801985
Makino (Sensible Snacks),21.49133311,9.693039732,5.277294883,38.58319583,4.224159904,4.01844843,6.119421316,2.401628074,12.95877773,3.47540663
Too Yumm,44.55139996,11.68752323,2.067099394,29.89334791,4.035651384,4.154623307,5.23379335,5.866323898,6.996316381,3.302152692
ITC (Bingo!),26.2591199,11.75788281,6.072246491,33.17901829,3.838404038,4.634525514,3.7410254,5.769111312,11.19950632,1.433443387
Kurkure,31.84942408,6.51611544,6.257698279,25.45609552,4.373255937,7.828648874,3.031901446,4.397948121,10.31697418,1.541847909
Parle (Parle Wafers),38.43872789,7.370358383,2.047468809,25.5156678,1.137981651,9.409911916,3.066750732,1.215244374,5.863703188,2.183038445
Bikaji Foods,48.88201504,13.7814866,5.36385345,42.91941566,1.91147325,4.510830199,2.207354281,1.748748956,7.923311146,1.945597019
Makino (Sensible Snacks),45.39121909,7.410700582,5.265631756,19.931576,1.582899849,6.064014853,2.515611911,2.655303568,13.58457809,1.318897935
Parle (Parle Wafers),40.79574189,8.903323172,4.829320077,33.57999352,1.559034593,3.907222535,7.649121476,1.617272532,17.60495982,1.742084295
Yellow Diamond (Prataap Snacks),23.12086498,12.50888537,4.088617536,19.29233918,1.009487708,8.332974461,2.667353273,1.392230511,17.84894007,1.863058292
ITC (Bingo!),26.51908781,10.93370024,6.763417337,28.22824137,4.634943279,7.33937752,3.426797486,4.340643438,13.51980967,3.342441026
Parle (Parle Wafers),23.01980225,6.769382496,4.490890338,39.11018454,1.632802202,4.315741104,7.000804378,4.6925681,17.5963497,2.532024312
Bikaji Foods,33.84163699,9.174282395,2.283148458,32.73365733,3.317504436,9.564610613,2.751211868,3.575868818,6.256886039,0.537918563
Yellow Diamond (Prataap Snacks),31.70579937,9.821279739,3.095913936,28.40381994,2.352626923,8.056564009,2.567244308,3.143086355,6.624794755,3.15350676
Kurkure,21.50424088,8.09025199,3.411417198,39.61745637,1.685328205,8.388195183,6.655842951,4.576418969,5.95198601,2.583617586
ITC (Bingo!),45.63866996,10.58384817,2.454558588,30.06274356,1.916801637,6.734764782,3.964754859,1.684207729,16.68165719,2.54113003
Makino (Sensible Snacks),46.50853668,10.05642548,6.998511428,32.53986145,4.705695381,7.403305611,3.363725622,1.95096443,8.110269802,0.534660808
Parle (Parle Wafers),25.35195758,6.280225124,7.230755929,36.78881745,2.614279687,4.229144002,7.036078721,5.970183249,16.582537,3.63919275
TagZ Foods,29.47739659,9.158396293,2.809629567,42.04898226,2.957450872,7.150239996,7.637121422,3.017647628,11.34252108,3.336499497
Yellow Diamond (Prataap Snacks),25.94537074,6.840316445,2.376006146,34.54685643,3.4112624,6.506605455,4.051188087,3.988320011,14.45731767,2.801843517
PepsiCo (Lay’s),46.28786595,11.77127245,4.255272061,43.18281383,1.466062768,6.342180462,5.515821439,2.6941323,16.59089209,1.955271904
ITC (Bingo!),39.00314988,10.94390692,6.588458815,34.60669873,4.649451641,4.311984222,2.704191309,1.878946451,6.094210379,2.820685698
ITC (Bingo!),34.18567257,9.558232501,3.39047337,22.66701097,1.284252424,6.802087211,7.414020249,2.816294612,17.59764002,3.71509412
Kurkure,30.60219931,12.47777448,3.2612343,24.8351751,2.245381022,5.562082554,3.699877955,2.451200967,11.25541108,3.672543419
Balaji Wafers,32.51839403,14.23015301,7.386142183,29.45054901,4.610056139,8.389771436,4.126202656,2.202705018,8.842678597,2.509238559
ITC (Bingo!),39.38204637,12.02108024,6.049768846,39.29181271,4.708686039,6.726551996,7.195868308,3.81863485,14.74005645,3.65413578
Parle (Parle Wafers),24.2088949,12.64084306,4.146652555,21.85767372,4.324584436,3.209526908,6.399005841,4.828137521,15.3809182,0.913949244
Balaji Wafers,35.36044134,5.863194796,4.039425556,39.59422203,4.589744591,8.260182235,4.108250979,5.440745808,15.86005794,3.947402468
Makino (Sensible Snacks),39.59288125,11.37237674,4.251906554,29.06590228,3.985971585,5.478790358,7.970493779,5.904605775,17.02915008,2.075470742
Makino (Sensible Snacks),38.19714434,14.08896549,3.680591455,37.25575433,4.497984976,6.733203109,2.240962575,3.357371776,13.01322921,1.058690701
Makino (Sensible Snacks),46.69493214,9.937691939,6.956960769,44.16143071,1.374838054,4.055692753,3.243769155,2.382418348,8.219314667,3.735766891
Haldiram's,43.03249956,11.09339875,4.713154707,23.45745392,3.235716633,5.754571728,4.589300166,3.232003365,15.29129297,3.820484225
Too Yumm,26.990925,11.91756573,5.931482569,30.36090129,4.912643872,5.27244319,6.215713486,1.247510212,8.787402067,1.651549602
Kurkure,38.6199336,7.420488794,7.678800174,24.72062507,3.58538261,5.57000901,6.48643692,1.761438761,16.64005952,1.923109635
Open Secret,36.16331382,11.12366046,7.611951757,33.48049168,2.570437867,8.784703034,5.858923804,2.962378934,7.216360421,1.048389154
TagZ Foods,38.95602703,9.56373703,3.120761829,23.16314891,2.082456295,6.497754967,6.078973449,5.793102609,15.63518388,1.314679002
Parle (Parle Wafers),23.02786845,10.92341764,4.470571067,38.27737943,3.716847003,6.073302045,6.442365731,1.902505724,15.09113559,0.821203379
Kurkure,21.98283032,12.23977859,2.256335884,22.35361675,2.740935146,5.534512382,5.555853212,5.462969516,8.230564684,2.323345797
PepsiCo (Lay’s),31.68992203,14.31860314,7.803174834,18.07880546,3.171630818,9.129422356,7.106320489,4.139727143,15.19071919,1.789924114
Haldiram's,29.39475283,7.715552249,7.22421575,40.04971664,3.07525444,7.402595251,4.879884816,2.153161313,7.107961467,0.925750518
PepsiCo (Lay’s),35.0359327,14.38474117,5.771385951,43.96768918,4.391238739,6.729193961,6.137176909,1.312513734,10.16639795,3.233206999
Open Secret,38.22916539,6.156288311,5.402205143,35.48387329,3.434410357,8.934280388,7.146395122,2.299402494,7.564213301,1.105839311
Parle (Parle Wafers),32.05558837,12.6702084,6.053017911,31.81243409,2.725820017,4.178805487,5.984330561,2.656706602,15.67679349,3.485265886
TagZ Foods,25.69996235,6.678261304,2.644193045,35.44901428,3.459742405,4.87511789,3.991810428,2.284099134,10.63833123,3.203167598
Balaji Wafers,43.96226607,8.665149593,3.481418285,24.26326328,4.791062744,5.418544067,2.088920308,1.834438121,10.05570232,1.143792203
Too Yumm,23.82048287,13.34422218,2.998365824,26.55395186,1.967900994,5.436841191,3.177924539,5.428404122,6.322063866,3.350488267
Bikaji Foods,28.10675751,8.078586029,7.240597055,27.12356151,3.229732781,9.366596848,5.493394154,1.371739503,12.4436137,1.697447927
Balaji Wafers,36.7329105,7.927437734,5.172709314,37.69023937,1.994196261,3.636372616,7.481610943,4.323049246,10.82900374,3.911303309
PepsiCo (Lay’s),40.11248818,14.34679567,5.166963492,44.25002928,2.09830692,3.59024325,7.544376771,3.323666654,12.94421659,2.371897372
Balaji Wafers,26.471042,9.173881046,2.267148885,31.11261544,1.715919428,5.458538811,5.58881714,5.370262964,12.12206754,0.678805241
Parle (Parle Wafers),48.00097831,12.44814497,3.099324223,44.64351489,1.327465754,5.539217935,2.201073351,4.121517942,11.40296803,0.75164896
ITC (Bingo!),33.48373144,10.51690381,6.520929101,19.96156168,2.419853752,5.10960239,6.641525537,4.306439071,10.58308845,0.613599965
Too Yumm,38.87427439,10.51897602,6.144146988,22.1254576,4.945386469,4.804813543,4.261093038,2.611366656,15.0250186,1.519825511
Open Secret,31.08010995,7.999984828,7.652425159,43.27263349,1.650277772,4.54730161,6.867522874,3.840436396,11.03122244,3.30441767
Open Secret,24.0825667,11.9467954,2.758533367,37.29458059,2.121636125,3.06815264,5.540467555,5.428487588,12.75686351,1.607935942
PepsiCo (Lay’s),33.21628262,12.24251593,2.153305834,22.12813265,1.819100187,7.91920614,5.046658973,1.833826124,6.50179732,1.253371236
TagZ Foods,46.95284494,6.934974998,6.14900895,32.36164968,2.514897387,4.205896279,5.510813898,5.967588616,5.007059495,3.944549924
Balaji Wafers,34.77867206,6.87541469,5.787927954,41.33268306,1.383192194,3.65809834,4.211482684,5.812275284,17.68372395,2.966147912
Kurkure,34.07436518,7.31083223,6.725371693,37.39354706,4.447407748,3.661203988,5.086293197,4.187752369,10.89107656,0.526054698
PepsiCo (Lay’s),24.42395273,8.281251242,6.010717443,18.0119952,1.42252518,9.074973519,2.081975141,5.281582952,14.77887099,3.449244412
Bikaji Foods,31.10051009,9.825759173,5.889493758,39.14608602,2.433414596,9.234376601,2.816817309,5.87428962,10.86713513,1.997826012
Balaji Wafers,37.30238878,5.520223498,4.28646132,38.14032202,4.726260624,3.653918523,3.602331751,4.05116925,11.53584577,2.750670809
TagZ Foods,45.69074871,9.741256422,3.654459208,24.47054337,1.764674478,4.17943733,3.05396266,4.234503116,12.97779742,3.353534174
Open Secret,48.55735758,10.50762157,3.479943677,43.48072608,4.121018213,6.517188017,3.069255042,1.211207579,15.61122614,1.585403916
Balaji Wafers,35.8773366,7.781950414,6.298531074,43.22169748,1.252444498,4.185889231,6.206393528,3.701996005,7.460049546,2.156197531
PepsiCo (Lay’s),39.95800217,7.133947765,3.540597204,20.92353041,3.626636048,7.253587137,3.867229529,5.371689851,5.802440587,1.253049062
Balaji Wafers,24.31697718,12.43326591,4.074412857,28.52756927,1.982720751,5.948080698,4.644526604,2.675266235,6.458837853,2.079479163
Yellow Diamond (Prataap Snacks),29.13179491,9.654674999,5.774537797,24.60212008,4.884322983,7.098824556,2.228799598,3.461122668,7.712791761,2.185791324
Yellow Diamond (Prataap Snacks),24.04865697,14.6036361,3.87544198,22.70973142,3.246958099,9.342873169,5.800486305,4.229892586,9.261916803,3.659712576
Too Yumm,48.49315281,10.30360931,5.690383235,31.63822336,1.764776714,9.067400619,3.188562532,4.091737793,11.811263,0.745849384
Balaji Wafers,36.94762206,10.3754758,2.829386475,43.87416282,1.814759362,7.456325152,3.279703635,1.035103088,14.38104854,1.792776327
Bikaji Foods,49.52027382,14.74038008,5.324468416,25.33867474,1.995867218,9.983276497,5.310933285,1.52796499,17.67855497,2.809756863
Kurkure,47.57393174,14.04067367,7.425449418,31.47922146,2.108936164,8.646531556,5.810407091,5.425328816,12.07255139,0.795161552
Balaji Wafers,37.44471113,12.56409229,7.334859813,27.21442075,3.939876409,7.89745485,4.006823435,3.265006928,13.7328117,3.188118274
Too Yumm,21.42187869,12.61194291,6.922035419,38.20553989,4.067844452,8.906652458,6.302897355,3.538063077,14.29720076,0.950522565
Too Yumm,44.26734057,11.21555963,5.720380975,29.77532169,2.567961377,3.660507733,3.952255248,3.099929714,17.50126512,2.292015264
Open Secret,42.75957057,11.14128923,4.868725524,38.88952873,2.245448819,9.312987616,7.486918063,1.662476736,15.69956834,3.038502888
ITC (Bingo!),24.87451237,13.39414917,3.83352469,39.680684,1.98729369,8.5555972,3.611542756,3.753204476,5.744276312,3.494433321
Yellow Diamond (Prataap Snacks),36.48563113,12.13716965,5.253823094,40.33084679,4.640912133,9.160460086,6.992446262,3.816458605,14.47688368,3.109639988
Balaji Wafers,29.35471589,12.50523678,2.726814817,38.70480078,1.042481586,8.92473166,5.150589737,4.071391137,12.72856396,0.825913153
TagZ Foods,46.69798702,13.09540192,6.450740316,43.58086682,1.276549513,6.532750071,5.415390793,4.143593802,13.41712763,1.488716115
Makino (Sensible Snacks),41.61543569,9.001229989,4.842997977,42.5035459,4.036397962,5.164599336,6.682272605,2.32913867,15.98762207,1.784515692
Bikaji Foods,25.24642776,6.572300686,7.617509028,29.24095113,3.87764099,9.203105873,4.162526312,3.517949238,16.75104181,3.98751024
Balaji Wafers,41.42400208,5.183071191,5.060436579,43.00682367,1.579520038,8.285140708,3.781550209,2.59479283,15.71195646,2.584429571
Kurkure,43.02510168,9.055952513,4.145051947,31.14095244,1.679609096,8.550051165,5.734342606,5.378793143,14.0025689,3.856855358
Yellow Diamond (Prataap Snacks),30.23439002,7.478049342,3.592683496,25.04938109,1.628402438,4.300353093,4.16549757,2.304504591,10.7814576,1.231903929
PepsiCo (Lay’s),21.86057779,14.31846396,2.612165321,42.08815284,1.284039972,5.089668218,4.807799194,1.63268327,10.81633844,2.767988749
Kurkure,27.63446715,9.949510677,3.69061939,33.29128991,1.266221422,5.327840587,7.509408412,4.373492707,13.81995031,3.426784193
Kurkure,27.99577244,6.333911912,2.709388275,32.59289204,4.990139181,6.733810071,6.568822234,1.919546485,5.036177695,1.104176957
Yellow Diamond (Prataap Snacks),22.7188628,10.37487398,2.484816786,43.89358198,2.147883512,9.98970599,2.361579691,2.848303325,14.93448007,1.210996687
Haldiram's,32.9410063,6.180907608,3.079455804,26.46975956,2.576801694,8.111806501,7.321389555,5.962510068,10.54006637,1.27477804
Bikaji Foods,26.93589381,6.540083788,3.94278197,18.79878214,3.081820588,7.871559309,3.356735643,5.555791931,15.27758427,2.963952302
Kurkure,23.25310538,7.823500631,5.355062702,44.03313022,3.890583799,3.551193185,6.947291406,3.640760244,16.98976325,3.60347521
Yellow Diamond (Prataap Snacks),33.52226921,13.17031186,7.620500934,37.94045549,3.67155998,9.351918831,2.322201939,1.174108004,8.298087347,1.339279819
Open Secret,47.56484949,14.82977489,3.719101836,37.85041713,3.983595393,3.909814263,2.217744468,1.108080121,9.409379536,1.441649469
Yellow Diamond (Prataap Snacks),33.1208664,5.984706154,3.228006222,35.79329567,2.391476892,9.529704288,7.082073221,4.836883722,17.05969753,3.32286424
TagZ Foods,28.07108672,14.71988847,4.347628052,22.13362512,2.148094188,8.179548283,3.245976426,2.737839702,13.49308795,3.824799281
Yellow Diamond (Prataap Snacks),42.90606212,9.384645835,7.025777172,18.96922764,4.792487587,7.241472509,5.489389961,3.840739086,17.77326542,2.190090076
Open Secret,23.8046841,6.144863595,6.233869175,43.35573997,3.079322693,6.162283322,2.684357743,5.977011621,16.75729335,3.307010941
Makino (Sensible Snacks),36.90249416,12.79076742,3.370017937,23.30212623,2.724245989,8.474943503,3.586432616,2.14314708,6.15650425,3.626772987
Bikaji Foods,21.85530987,14.4569885,3.555409985,38.42235848,1.872729759,6.984229215,2.382262242,4.14986833,8.033176316,1.223547617
Bikaji Foods,48.1339072,10.83605174,5.570393577,25.20640386,4.134818069,7.086923335,5.090934531,4.151654196,6.134044465,3.454803322
TagZ Foods,38.28208133,14.74561032,3.716023084,33.66307637,2.091826286,8.249270217,6.633431571,1.811843983,17.52367129,1.89572757
TagZ Foods,47.47931021,13.38368509,5.303293036,26.31612907,4.091751624,4.950895765,3.149432805,2.699232924,11.7041523,2.34974708
ITC (Bingo!),35.74919844,12.55977165,5.142976153,32.39664204,3.577800955,5.120425371,3.562968699,1.405645064,5.891612646,0.905290775
Haldiram's,37.86052371,14.39171918,3.735781226,24.9086083,2.312423684,8.686156811,4.998395119,1.006935306,16.81854445,1.611079555
ITC (Bingo!),45.38601353,8.073315245,6.740991638,35.2898724,3.987848417,3.631175169,2.357848934,4.88377427,15.42395687,3.135645359
Open Secret,45.15786177,5.249212866,5.075334747,42.80495571,3.8218135,5.241486953,7.714838005,4.402026389,6.181913449,3.702359077
Too Yumm,21.20098117,10.78363526,2.759212444,19.60200013,2.980078533,5.633257262,5.568630411,4.708624163,13.90276342,1.402933699
Kurkure,39.12397816,10.98644887,7.48409092,38.85562437,1.469077993,6.694479194,3.67673146,4.966277557,16.22538573,0.635287792
Parle (Parle Wafers),47.81794849,10.74454267,3.33005158,33.39561301,4.101066944,6.107180704,7.793148419,2.475175836,7.577391058,1.254167072
ITC (Bingo!),23.2092847,12.0894611,3.527645648,21.84132784,4.621848264,8.680840676,5.860181415,4.216683248,14.88874653,3.398642618
Yellow Diamond (Prataap Snacks),47.45658573,10.60312653,2.730888973,34.07528617,2.37842689,3.854273392,3.394168748,1.005500018,16.71860428,2.224924487
Parle (Parle Wafers),35.77299107,8.99030917,3.284682194,38.28403354,1.718109127,8.904811097,2.122743672,3.416521261,7.333029587,3.169063158
Makino (Sensible Snacks),29.70954943,10.97296158,5.788197088,42.17184807,4.341078464,3.209895509,4.472460884,4.297189448,11.03864442,1.317530672
Bikaji Foods,20.00350621,12.15958326,7.362257293,26.30385513,3.977990445,6.577315362,7.523427044,2.920386494,9.357880385,2.117879135
Parle (Parle Wafers),23.5527494,9.459835529,3.499667709,31.09820343,1.764338015,8.506335405,4.420502285,4.565865549,17.05830035,2.989464086
PepsiCo (Lay’s),46.47775417,6.268506313,2.774363623,41.93922636,2.485285382,3.736580742,5.475753011,4.616719292,15.44993236,0.627821457
Too Yumm,29.74153482,11.32332695,3.242442018,42.80340437,1.85514532,9.213288777,3.233583798,3.255155202,16.80607314,2.784189369
ITC (Bingo!),26.361923,5.988897614,4.293764094,34.07831486,4.709871292,5.54166223,4.245133161,4.844115532,14.67776066,3.962214273
Too Yumm,22.93325004,7.046461854,4.891906689,33.61039989,2.962777803,4.40717664,4.524223811,3.003603476,10.97742694,3.042162009
Open Secret,26.48904752,10.02316124,4.265334502,42.44052415,4.445804122,5.472308102,7.371732707,4.950750449,10.15179819,2.311914374
PepsiCo (Lay’s),45.05713037,11.63993905,3.208814038,41.31675329,1.832126819,3.323032247,6.036956134,4.745201186,11.08266441,0.661571041
Kurkure,48.80718362,11.68727243,3.024616289,27.34827936,2.831459407,4.689091716,4.259817666,2.471810514,8.457809406,2.77777309
Parle (Parle Wafers),21.31176681,14.10947209,2.097983306,37.3204977,2.110667668,5.608118959,2.626403329,4.090075976,5.522914582,3.965350409
Yellow Diamond (Prataap Snacks),21.11588073,6.320787906,7.914478132,28.7207573,2.079915254,7.057533367,7.194199191,3.774653614,12.57868309,1.83668999
Makino (Sensible Snacks),47.57066807,8.461378038,3.456755081,26.24059102,2.391318898,5.804119365,5.207199346,1.098274792,9.375510565,1.57912604
Parle (Parle Wafers),43.09484281,9.204194262,5.986734143,32.6534448,3.329677808,8.337919831,2.02296708,5.741482896,16.13957759,0.751276112
Yellow Diamond (Prataap Snacks),45.52775047,9.265123629,3.907778252,35.38173126,1.336758803,6.896670652,5.668449567,3.917199868,8.800694411,1.818285298
Haldiram's,43.42377695,11.22633509,4.401087428,34.83760753,1.260661236,5.74543476,7.870246236,5.492329995,16.05936686,1.521405407
Kurkure,23.95590679,5.779635162,7.050444797,38.12831689,2.797155196,4.744640097,6.082658697,2.54557951,13.68273954,3.847021938
Balaji Wafers,24.95745411,11.45691332,3.403764101,38.90654148,3.793513381,9.37914147,5.81718087,2.378708427,13.96354996,3.314401973
Balaji Wafers,45.57057505,14.70045835,7.736889894,26.77093763,3.140965435,4.973394326,4.555530622,1.966323363,8.712989983,3.204096877
Too Yumm,46.74655583,13.28952223,7.785668275,37.58372518,3.634887215,4.652054873,5.358043793,2.406814667,11.3531702,1.155747847
TagZ Foods,39.87579607,9.08794968,6.508101005,33.04457261,2.72573335,3.630948658,7.687594519,4.021238175,13.80145566,0.571154822
PepsiCo (Lay’s),39.56396267,6.527328434,5.05331464,29.77236721,3.32030353,7.115086296,6.29111685,2.940035939,14.01579461,3.962462686
Parle (Parle Wafers),33.98472298,6.423457591,3.334053416,32.34643068,3.240102908,6.570385303,4.774313206,4.568085697,13.6958374,1.950817892
Yellow Diamond (Prataap Snacks),35.40031399,14.58545074,3.729769224,24.35236169,4.459542805,9.702936474,3.270268257,2.491570792,7.235319449,2.323483556
Haldiram's,47.51973397,12.64890637,2.371804779,40.10996545,4.463486921,5.095696091,6.862033159,3.440807185,7.821608384,3.843594979
Kurkure,36.77533365,7.73125914,6.242073931,25.38759325,3.710687012,9.176696639,4.381962524,2.359242047,8.654159708,3.532578134
Open Secret,45.3081444,13.52410867,3.742253204,41.38007701,2.39564204,9.422392706,4.33260106,4.909989347,5.852296216,3.002778565
Bikaji Foods,31.5133503,12.57419002,5.616918559,31.7773026,3.314306542,7.367117219,3.900324471,1.25622374,14.98500644,1.682475873
